transaction_id,customer_id,bin,card_type,issuer_country,issuer_risk,amount,transaction_country,country_risk,device_risk,new_device,geo_anomaly,hour,velocity_24h,is_fraud,age,account_age_years,country,income,risk_segment,avg_transaction_amount,preferred_device_risk,fraud_history
6069,1403,6011,Discover,US,0.4,88.31,DZ,0.4,0.28,0,0,10,2,0,54,17.7,CA,15987.78,medium,92.1,0.2947431565515315,0
6070,314,5100,Mastercard,FR,0.15,3.62,GB,0.2,0.32,0,0,4,2,0,51,7.3,MA,45627.78,low,5.18,0.2978293968961958,0
6071,1439,4929,Visa,FR,0.1,123.14,DZ,0.4,0.14,0,0,23,4,0,72,4.6,FR,37703.53,medium,49.07,0.1821352802321945,0
6072,1764,5200,Mastercard,DE,0.2,22.51,TN,0.35,0.25,0,0,4,1,0,47,0.1,TN,23283.04,medium,41.53,0.17475721487741,0
6073,485,5200,Mastercard,DE,0.2,41.03,FR,0.1,0.09,0,0,11,1,0,40,5.3,IT,15003.71,medium,21.26,0.1203203589720762,1
6074,169,5100,Mastercard,FR,0.15,40.42,GB,0.2,0.1,0,0,1,3,0,57,8.6,FR,38045.67,medium,48.7,0.1710006853055116,0
6075,888,5200,Mastercard,DE,0.2,73.66,TN,0.35,0.38,0,0,17,2,0,58,0.1,DE,26381.96,medium,59.75,0.0,0
6076,803,5200,Mastercard,DE,0.2,19.96,CA,0.1,0.4,0,0,9,1,0,69,0.2,US,17470.71,medium,9.16,0.1908289317129869,0
6077,246,5100,Mastercard,FR,0.15,1.79,ES,0.15,0.42,1,0,17,2,0,58,3.3,GB,34569.54,medium,0.31,0.0791394436375194,0
6078,266,4539,Visa,FR,0.1,69.19,DZ,0.4,0.24,0,0,3,5,0,58,11.3,FR,8000.0,high,52.67,0.1203379120187675,0
6079,849,6011,Discover,US,0.4,29.41,IT,0.2,0.18,0,0,20,0,0,55,10.5,IT,20142.75,medium,77.89,0.2782715135505503,0
6080,243,5100,Mastercard,FR,0.15,17.22,ES,0.15,0.25,0,0,21,1,0,74,0.5,DE,51531.54,low,48.46,0.2146966276212952,0
6081,1694,4929,Visa,FR,0.1,2.48,FR,0.1,0.0,0,0,6,2,0,25,13.9,DZ,25114.11,medium,6.72,0.0617221508962422,0
6082,1324,3792,Amex,US,0.3,14.12,IT,0.2,0.46,0,0,23,3,0,28,8.8,US,22979.04,medium,137.04,0.1821633575305218,0
6083,1975,4539,Visa,FR,0.1,5.75,GB,0.2,0.0,0,0,20,1,0,68,0.9,IT,35705.87,medium,104.3,0.2864687740772235,0
6084,1351,5100,Mastercard,FR,0.15,0.28,ES,0.15,0.4,0,0,2,2,0,60,11.0,FR,28594.8,medium,0.32,0.1854131578703352,0
6085,530,4539,Visa,FR,0.1,12.33,FR,0.1,0.1,0,0,4,2,0,62,6.6,ES,8000.0,high,7.41,0.2971666767483394,0
6086,1619,3792,Amex,US,0.3,0.99,IT,0.2,0.25,0,0,0,1,0,39,0.0,US,52472.93,low,26.79,0.1399774269889429,0
6087,847,5200,Mastercard,DE,0.2,41.63,TN,0.35,0.12,0,0,6,1,0,46,0.5,IT,24593.85,medium,49.79,0.1448619666773463,0
6088,1767,5200,Mastercard,DE,0.2,18.18,TN,0.35,0.12,0,0,11,3,0,70,6.6,CA,48667.95,low,39.12,0.0371475033364188,0
6089,1004,3792,Amex,US,0.3,10.46,DZ,0.4,0.0,0,0,23,4,0,42,6.4,TN,8000.0,high,4.69,0.368513350095257,0
6090,342,5200,Mastercard,DE,0.2,0.72,GB,0.2,0.06,0,0,21,4,0,57,2.6,MA,32983.54,medium,4.56,0.1963469650317856,0
6091,1789,4539,Visa,FR,0.1,7.99,MA,0.4,0.39,0,0,15,0,0,57,0.2,MA,15460.83,medium,9.64,0.0,0
6092,1703,5200,Mastercard,DE,0.2,283.34,MA,0.4,0.07,0,0,21,6,0,25,5.3,FR,55566.82,low,80.09,0.1397202990982286,0
6093,1578,3792,Amex,US,0.3,9.38,TN,0.35,0.06,0,0,6,2,0,38,2.1,GB,31975.04,medium,22.16,0.1902757559935999,0
6094,1273,3792,Amex,US,0.3,54.93,CA,0.1,0.23,0,0,7,1,0,73,1.7,GB,29076.7,medium,40.57,0.2516995809640888,0
6095,760,6011,Discover,US,0.4,148.56,GB,0.2,0.0,0,0,14,5,0,49,0.2,GB,30906.64,medium,69.39,0.1555983022889062,0
6096,1974,3792,Amex,US,0.3,18.94,FR,0.1,0.2,0,0,5,0,0,26,1.4,ES,42738.03,low,91.93,0.3303974370514547,0
6097,1404,4929,Visa,FR,0.1,28.79,FR,0.1,0.29,0,0,4,3,0,31,7.4,GB,39209.38,medium,5.88,0.1074279112584223,1
6098,798,4539,Visa,FR,0.1,18.46,GB,0.2,0.31,0,0,22,0,0,70,3.3,MA,35325.47,medium,11.14,0.1258696631062747,0
6099,532,3792,Amex,US,0.3,5.21,TN,0.35,0.09,0,0,15,2,0,18,5.6,DZ,11515.18,high,35.2,0.1765517763373117,0
6100,1918,6011,Discover,US,0.4,5.52,US,0.3,0.43,0,0,19,2,0,51,1.0,TN,20099.52,medium,14.82,0.1858065053215713,0
6101,864,4539,Visa,FR,0.1,129.53,DZ,0.4,0.4,0,0,11,2,0,77,5.8,FR,23712.57,medium,132.07,0.0484866685902377,0
6102,1405,6011,Discover,US,0.4,95.46,FR,0.1,0.0,1,0,9,2,0,77,19.6,MA,48814.7,low,44.15,0.2524412081910687,0
6103,42,4929,Visa,FR,0.1,13.8,ES,0.15,0.36,0,0,11,1,0,45,0.6,ES,49499.61,low,63.69,0.2276704423852485,0
6104,1369,4539,Visa,FR,0.1,10.98,TN,0.35,0.27,0,0,20,5,0,26,4.5,ES,47083.63,low,8.36,0.1932002139585074,0
6105,599,5100,Mastercard,FR,0.15,59.95,TN,0.35,0.33,0,0,21,3,0,43,19.9,GB,18879.1,medium,189.96,0.2476862584882057,0
6106,1285,4929,Visa,FR,0.1,105.76,US,0.3,0.16,0,0,11,3,0,72,6.5,FR,36754.0,medium,64.61,0.1836837864162758,0
6107,306,4929,Visa,FR,0.1,150.25,MA,0.4,0.06,0,0,1,0,0,28,1.1,TN,31556.96,medium,130.62,0.2233960152984879,0
6108,809,5200,Mastercard,DE,0.2,101.17,GB,0.2,0.23,0,0,6,2,0,33,2.5,CA,23050.16,medium,136.71,0.2745372292001798,0
6109,862,3792,Amex,US,0.3,37.16,FR,0.1,0.31,0,0,4,2,0,53,8.4,FR,37643.04,medium,35.41,0.2516950688562923,0
6110,1264,4929,Visa,FR,0.1,283.55,DE,0.1,0.31,1,0,17,1,0,36,9.3,CA,41338.52,low,135.6,0.2649935550428469,0
6111,679,4539,Visa,FR,0.1,9.42,IT,0.2,0.3,0,0,17,1,0,41,1.1,TN,23426.11,medium,19.28,0.3328592736671116,0
6112,1337,5100,Mastercard,FR,0.15,76.68,GB,0.2,0.09,0,0,15,2,0,50,0.3,GB,16143.2,medium,52.29,0.2420230330849021,0
6113,731,4539,Visa,FR,0.1,2.18,GB,0.2,0.46,0,0,1,2,0,75,10.0,US,23187.47,medium,12.61,0.2823701297377111,0
6114,441,4539,Visa,FR,0.1,62.21,FR,0.1,0.43,0,0,7,3,0,71,13.0,MA,41203.85,low,51.5,0.3259581244452227,0
6115,933,5100,Mastercard,FR,0.15,64.89,TN,0.35,0.29,0,0,18,0,0,71,4.2,US,15275.32,medium,46.72,0.4254536102107866,1
6116,903,6011,Discover,US,0.4,108.6,US,0.3,0.11,0,0,5,0,0,23,0.1,FR,23454.61,medium,185.59,0.1345124026042209,0
6117,133,5200,Mastercard,DE,0.2,35.1,GB,0.2,0.29,0,0,22,0,0,42,7.1,MA,51713.8,low,22.24,0.2596367482417359,0
6118,719,3792,Amex,US,0.3,103.97,DE,0.1,0.19,0,0,21,0,0,43,9.0,CA,25344.5,medium,127.66,0.116056760197374,0
6119,51,4929,Visa,FR,0.1,60.27,MA,0.4,0.2,0,0,12,1,0,61,4.6,DZ,17529.01,medium,21.89,0.1366071777484181,0
6120,618,3792,Amex,US,0.3,2.09,DE,0.1,0.35,0,0,6,2,0,62,1.3,FR,25158.73,medium,17.55,0.023316463543844,0
6121,392,5200,Mastercard,DE,0.2,0.44,DE,0.1,0.19,0,0,19,2,0,25,5.8,DE,54114.61,low,3.11,0.3531482897521628,0
6122,696,6011,Discover,US,0.4,74.49,ES,0.15,0.46,0,0,23,1,0,68,1.2,DE,50236.9,low,40.31,0.3318329887939122,0
6123,1737,5100,Mastercard,FR,0.15,178.28,DZ,0.4,0.34,0,0,4,2,0,50,4.8,CA,56944.86,low,96.5,0.2240701561696279,0
6124,523,3792,Amex,US,0.3,16.81,FR,0.1,0.4,0,0,16,0,0,41,1.0,FR,27020.4,medium,26.38,0.0658965207707391,0
6125,1790,4539,Visa,FR,0.1,101.46,CA,0.1,0.12,0,0,3,1,0,19,8.3,ES,32320.45,medium,30.53,0.1978266507071606,0
6126,508,4929,Visa,FR,0.1,9.4,IT,0.2,0.16,0,0,0,3,0,34,7.9,FR,42193.71,low,8.26,0.1435307884242078,0
6127,1686,4929,Visa,FR,0.1,1777.96,TN,0.35,0.06,1,0,5,5,0,50,4.0,MA,55178.64,low,437.28,0.3216357618401086,0
6128,354,6011,Discover,US,0.4,41.78,US,0.3,0.45,1,0,5,3,0,47,2.5,GB,30087.5,medium,54.96,0.2902077023395576,0
6129,867,5200,Mastercard,DE,0.2,14.96,DZ,0.4,0.68,1,0,2,4,0,78,3.7,FR,29143.64,medium,66.46,0.2152892148345734,0
6130,973,5200,Mastercard,DE,0.2,0.52,FR,0.1,0.33,0,0,9,2,0,46,9.3,DZ,17837.23,medium,0.88,0.1855111597669104,0
6131,1419,5100,Mastercard,FR,0.15,335.4,IT,0.2,0.29,0,0,21,2,0,59,3.9,CA,30479.5,medium,85.2,0.2724814976310739,0
6132,956,5200,Mastercard,DE,0.2,51.3,IT,0.2,0.18,1,0,10,3,0,77,0.0,IT,32632.42,medium,110.88,0.0523066066063365,0
6133,96,3792,Amex,US,0.3,120.81,US,0.3,0.49,0,0,22,1,0,46,5.9,CA,50949.43,low,38.39,0.1466699000334136,0
6134,106,4929,Visa,FR,0.1,216.81,FR,0.1,0.24,0,0,13,5,0,65,11.8,GB,16473.28,medium,135.96,0.2034503565231658,0
6135,1679,5100,Mastercard,FR,0.15,13.22,ES,0.15,0.15,0,0,3,3,0,49,5.1,DZ,39195.89,medium,22.66,0.313059139766403,0
6136,678,5200,Mastercard,DE,0.2,83.61,FR,0.1,0.03,1,0,6,3,0,33,4.2,DE,8000.0,high,107.11,0.2997619762807898,0
6137,513,4539,Visa,FR,0.1,9.15,IT,0.2,0.09,0,0,9,1,0,71,8.5,FR,31967.85,medium,9.79,0.2944208646585996,0
6138,1582,4929,Visa,FR,0.1,1.5,CA,0.1,0.26,0,0,0,1,0,26,8.8,ES,50563.49,low,1.37,0.3248376364198185,0
6139,1266,5100,Mastercard,FR,0.15,5.87,MA,0.4,0.0,0,0,8,3,0,58,3.1,MA,19435.12,medium,73.56,0.1257092667218771,0
6140,856,4929,Visa,FR,0.1,77.1,FR,0.1,0.07,0,0,9,2,0,69,1.6,US,48432.59,low,28.43,0.054282346928406,0
6141,1963,3792,Amex,US,0.3,37.43,CA,0.1,0.5,0,0,2,3,0,34,5.7,MA,8000.0,high,41.19,0.1588588086315067,0
6142,1512,6011,Discover,US,0.4,61.22,TN,0.35,0.37,0,0,21,2,0,22,6.4,ES,8000.0,high,22.88,0.259002329759953,0
6143,790,5200,Mastercard,DE,0.2,18.62,CA,0.1,0.2,0,0,8,0,0,45,0.4,ES,43911.11,low,18.63,0.2660095460530379,0
6144,515,6011,Discover,US,0.4,23.75,FR,0.1,0.39,0,0,17,1,0,56,3.7,IT,43216.07,low,42.12,0.058288925902673,0
6145,1678,5200,Mastercard,DE,0.2,33.6,FR,0.1,0.14,0,0,2,1,0,20,1.3,ES,11583.97,high,40.15,0.2953442426252965,0
6146,898,5200,Mastercard,DE,0.2,203.1,DZ,0.4,0.37,0,0,6,1,0,42,6.1,FR,8000.0,high,114.81,0.2358497380814365,0
6147,1085,4539,Visa,FR,0.1,0.86,DE,0.1,0.2,0,0,15,3,0,51,9.7,US,26061.9,medium,2.19,0.1074728715377941,0
6148,1440,3792,Amex,US,0.3,439.93,DZ,0.4,0.55,0,0,9,2,0,19,2.2,GB,58005.56,low,140.37,0.1407336699344993,0
6149,1008,4539,Visa,FR,0.1,152.65,DZ,0.4,0.08,0,1,6,4,0,66,3.9,FR,8000.0,high,243.35,0.1968160543363261,0
6150,1318,3792,Amex,US,0.3,550.92,TN,0.35,0.48,0,0,6,2,0,55,0.6,GB,43172.93,low,176.07,0.3489577458847579,0
6151,737,3792,Amex,US,0.3,59.54,GB,0.2,0.23,0,0,4,3,0,73,2.5,FR,13887.7,high,28.0,0.3316267551499968,0
6152,302,3792,Amex,US,0.3,10.51,TN,0.35,0.0,0,0,10,1,0,49,0.4,FR,37057.72,medium,7.2,0.134173985727677,0
6153,1194,5200,Mastercard,DE,0.2,50.75,FR,0.1,0.3,0,0,6,2,0,66,0.4,FR,30620.53,medium,80.55,0.3283957076673437,1
6154,646,5200,Mastercard,DE,0.2,35.97,GB,0.2,0.35,0,0,6,3,0,22,1.3,CA,13782.94,high,40.68,0.152636024958731,0
6155,1065,5200,Mastercard,DE,0.2,167.74,ES,0.15,0.47,0,0,22,1,0,61,5.1,FR,30724.2,medium,92.15,0.1760795982604746,0
6156,231,4539,Visa,FR,0.1,5.66,MA,0.4,0.36,0,0,3,3,0,28,3.1,DE,8208.06,high,7.21,0.4250775104308949,0
6157,1433,5100,Mastercard,FR,0.15,33.54,GB,0.2,0.11,0,0,21,1,0,32,0.8,CA,33717.17,medium,25.03,0.1668074806652944,0
6158,738,6011,Discover,US,0.4,14.76,TN,0.35,0.41,0,0,11,1,0,53,15.6,CA,49239.73,low,9.44,0.2883114551658483,0
6159,1675,3792,Amex,US,0.3,67.82,CA,0.1,0.26,0,0,21,2,0,46,2.0,FR,41611.87,low,94.23,0.1802580822482359,0
6160,1646,4539,Visa,FR,0.1,7.61,CA,0.1,0.01,0,0,1,3,0,36,3.9,US,8826.51,high,9.9,0.1518731571620619,0
6161,997,5200,Mastercard,DE,0.2,17.41,FR,0.1,0.24,1,0,19,1,0,35,1.1,TN,59831.52,low,78.98,0.3351813324120028,0
6162,297,6011,Discover,US,0.4,10.74,FR,0.1,0.07,0,0,7,1,0,70,0.1,CA,44030.88,low,38.25,0.2828639379424876,0
6163,455,5200,Mastercard,DE,0.2,78.11,GB,0.2,0.23,0,0,11,4,0,65,4.0,DZ,26043.82,medium,33.19,0.0336263533057988,0
6164,1081,5100,Mastercard,FR,0.15,29.34,ES,0.15,0.36,0,0,0,2,0,68,8.6,FR,41774.86,low,15.99,0.2377044773537935,0
6165,942,5200,Mastercard,DE,0.2,0.08,ES,0.15,0.08,0,0,14,0,0,33,0.3,FR,27305.9,medium,8.05,0.185712177720871,0
6166,1659,3792,Amex,US,0.3,228.24,ES,0.15,0.29,0,0,7,2,0,18,6.5,FR,11462.43,high,112.13,0.0430129091099839,0
6167,240,4929,Visa,FR,0.1,0.29,CA,0.1,0.41,0,0,6,1,0,74,6.4,IT,9166.63,high,11.35,0.218954785608087,0
6168,1622,6011,Discover,US,0.4,79.26,DE,0.1,0.16,0,0,22,2,0,67,4.0,GB,54339.56,low,129.29,0.0327897229072119,0
6169,1200,5200,Mastercard,DE,0.2,1.09,IT,0.2,0.21,0,0,5,4,0,73,10.5,TN,14545.4,high,15.66,0.2971781477757851,0
6170,1087,5100,Mastercard,FR,0.15,90.27,IT,0.2,0.41,0,0,4,3,0,67,6.7,MA,15567.16,medium,26.03,0.3838463930862475,0
6171,551,6011,Discover,US,0.4,522.63,GB,0.2,0.42,0,0,13,0,0,78,1.6,FR,23572.5,medium,145.7,0.3543838306914531,0
6172,138,4929,Visa,FR,0.1,74.71,FR,0.1,0.08,0,1,21,2,0,61,4.1,TN,14172.32,high,79.16,0.28020333565868,0
6173,454,6011,Discover,US,0.4,12.86,IT,0.2,0.09,0,0,0,2,0,78,2.4,FR,55912.24,low,25.83,0.0078243951267345,0
6174,1777,3792,Amex,US,0.3,0.57,CA,0.1,0.37,0,0,0,3,0,47,1.3,US,28926.94,medium,0.79,0.1801517648532427,0
6175,1473,3792,Amex,US,0.3,38.71,FR,0.1,0.22,0,0,10,2,0,50,0.0,TN,21934.88,medium,26.94,0.3572469491542905,0
6176,1250,3792,Amex,US,0.3,7.85,FR,0.1,0.23,0,0,18,1,0,20,11.9,TN,16307.04,medium,31.07,0.0479580345141792,0
6177,443,5100,Mastercard,FR,0.15,7.3,US,0.3,0.0,0,0,4,1,0,44,11.6,US,46360.85,low,12.52,0.2272267098802573,0
6178,1230,4929,Visa,FR,0.1,72.49,FR,0.1,0.18,0,0,13,1,0,42,0.9,GB,14751.59,high,54.23,0.1555956324536261,0
6179,1700,3792,Amex,US,0.3,23.31,DZ,0.4,0.23,0,0,14,3,0,40,23.1,MA,16509.39,medium,46.32,0.2685964933413627,0
6180,27,5200,Mastercard,DE,0.2,2.74,US,0.3,0.36,0,0,8,2,0,55,1.6,IT,60687.26,low,84.4,0.181254686405049,0
6181,457,4929,Visa,FR,0.1,5.57,ES,0.15,0.19,0,0,4,1,0,21,3.9,FR,16825.95,medium,7.87,0.299404443771799,0
6182,695,3792,Amex,US,0.3,98.12,CA,0.1,0.36,0,0,2,1,0,78,1.3,FR,22669.69,medium,73.38,0.1179423444414104,0
6183,710,4929,Visa,FR,0.1,299.83,CA,0.1,0.22,0,0,20,3,0,48,1.4,TN,33393.43,medium,79.65,0.1457803178150922,0
6184,849,6011,Discover,US,0.4,2.94,DE,0.1,0.44,0,0,13,3,0,55,10.5,IT,20142.75,medium,77.89,0.2782715135505503,0
6185,949,5200,Mastercard,DE,0.2,84.94,FR,0.1,0.25,0,0,10,0,0,25,13.9,US,30578.88,medium,109.41,0.0927157706837364,1
6186,107,4539,Visa,FR,0.1,18.59,ES,0.15,0.17,0,0,12,1,0,32,4.2,ES,41059.37,low,31.1,0.1096119587376404,0
6187,444,3792,Amex,US,0.3,0.96,GB,0.2,0.14,0,1,1,1,0,44,10.5,ES,49357.73,low,3.47,0.2205609312142966,1
6188,1725,5200,Mastercard,DE,0.2,142.07,CA,0.1,0.09,0,0,15,2,0,69,5.9,IT,60912.34,low,139.91,0.3402261253748024,0
6189,36,5100,Mastercard,FR,0.15,8.55,MA,0.4,0.3,0,0,5,0,0,61,9.6,TN,32541.63,medium,47.83,0.128848902938476,0
6190,597,6011,Discover,US,0.4,42.1,CA,0.1,0.54,0,0,10,1,0,43,0.0,FR,31002.22,medium,126.08,0.1971052685188787,0
6191,155,3792,Amex,US,0.3,246.56,CA,0.1,0.37,0,0,13,1,0,24,0.9,DZ,34703.07,medium,161.98,0.3009403965275242,0
6192,1193,4539,Visa,FR,0.1,55.66,IT,0.2,0.31,0,0,9,3,0,25,8.7,CA,26186.28,medium,90.22,0.2274090828170654,0
6193,796,6011,Discover,US,0.4,210.1,FR,0.1,0.07,0,0,6,3,0,64,3.2,IT,35107.62,medium,41.5,0.3536686415622371,0
6194,272,5200,Mastercard,DE,0.2,2.13,ES,0.15,0.07,0,0,0,3,0,69,14.7,FR,51319.24,low,4.36,0.1654478625748777,0
6195,1571,6011,Discover,US,0.4,50.71,FR,0.1,0.39,0,0,22,2,0,74,1.0,TN,36156.45,medium,81.5,0.3755956723790878,0
6196,1444,5200,Mastercard,DE,0.2,2.9,TN,0.35,0.32,0,0,7,2,0,57,4.0,TN,33218.15,medium,8.13,0.2261125336506143,0
6197,1208,4929,Visa,FR,0.1,8.51,IT,0.2,0.15,0,0,1,0,0,19,2.8,FR,31121.33,medium,31.58,0.1062925719852032,0
6198,1635,3792,Amex,US,0.3,17.47,DZ,0.4,0.0,0,0,2,2,0,57,6.7,TN,23750.18,medium,6.84,0.0661788618214612,0
6199,1261,4539,Visa,FR,0.1,22.92,ES,0.15,0.22,0,0,11,2,0,57,9.6,IT,17521.78,medium,16.59,0.4322053393697689,0
6200,1939,5100,Mastercard,FR,0.15,18.6,MA,0.4,0.12,1,0,2,3,0,48,2.4,FR,23412.61,medium,45.85,0.3814046329058915,0
6201,1533,4929,Visa,FR,0.1,71.93,DZ,0.4,0.17,0,0,16,3,0,50,10.0,FR,63963.87,low,59.72,0.1100117382954303,0
6202,1465,3792,Amex,US,0.3,291.17,FR,0.1,0.06,1,0,7,3,0,46,3.0,FR,33223.44,medium,86.27,0.0944806526603848,0
6203,981,4539,Visa,FR,0.1,4.23,MA,0.4,0.37,0,0,18,0,0,22,1.9,MA,21455.23,medium,54.93,0.089491023764185,0
6204,122,4929,Visa,FR,0.1,0.29,MA,0.4,0.16,0,0,20,1,0,43,1.0,MA,31885.5,medium,0.94,0.0194159964479833,0
6205,1441,4539,Visa,FR,0.1,1.58,TN,0.35,0.33,0,0,3,1,0,31,3.1,ES,23482.79,medium,7.06,0.1504521169061006,1
6206,1559,6011,Discover,US,0.4,45.34,FR,0.1,0.31,0,0,10,1,0,39,4.1,FR,9709.07,high,22.24,0.4886247470564112,0
6207,1399,4539,Visa,FR,0.1,13.22,DZ,0.4,0.16,0,0,11,1,0,46,0.5,ES,45833.05,low,66.94,0.45353757480395,0
6208,1599,4929,Visa,FR,0.1,0.4,ES,0.15,0.22,1,0,4,2,0,51,0.7,MA,47476.86,low,1.09,0.3442106116768143,0
6209,1350,4929,Visa,FR,0.1,2.37,TN,0.35,0.51,1,0,1,1,0,30,0.5,MA,8622.55,high,3.02,0.2311484670336292,0
6210,1504,3792,Amex,US,0.3,79.86,IT,0.2,0.1,0,0,10,2,0,48,0.0,FR,37245.95,medium,82.29,0.0846529949368791,0
6211,150,4929,Visa,FR,0.1,196.91,FR,0.1,0.12,0,0,17,1,0,59,7.0,ES,8000.0,high,119.25,0.2855539949253127,0
6212,707,6011,Discover,US,0.4,52.2,GB,0.2,0.0,0,0,14,1,0,46,1.0,DE,35069.01,medium,99.78,0.1911927850902988,0
6213,995,3792,Amex,US,0.3,38.07,FR,0.1,0.23,0,0,16,5,0,71,0.8,MA,17166.49,medium,49.83,0.0942507045302826,0
6214,1616,4539,Visa,FR,0.1,237.08,FR,0.1,0.0,0,0,20,0,0,66,0.6,FR,22192.43,medium,70.44,0.1964717779485237,0
6215,1514,4929,Visa,FR,0.1,39.65,GB,0.2,0.18,1,0,4,1,0,28,5.8,ES,29375.87,medium,112.36,0.281081872373446,0
6216,1851,3792,Amex,US,0.3,5.8,GB,0.2,0.0,0,0,18,3,0,60,1.7,GB,24599.53,medium,20.34,0.3977126520521058,1
6217,153,3792,Amex,US,0.3,52.44,MA,0.4,0.36,0,0,4,0,0,58,7.4,FR,38589.12,medium,42.29,0.3657102010552164,0
6218,1041,5100,Mastercard,FR,0.15,8.83,FR,0.1,0.22,0,0,7,0,0,62,0.9,DZ,25451.54,medium,5.99,0.3188347267621519,0
6219,551,3792,Amex,US,0.3,78.06,IT,0.2,0.0,0,0,18,4,0,78,1.6,FR,23572.5,medium,145.7,0.3543838306914531,0
6220,845,3792,Amex,US,0.3,6.0,DE,0.1,0.1,0,0,11,2,0,19,0.6,DE,41421.33,low,25.07,0.263015458646825,0
6221,1372,5100,Mastercard,FR,0.15,62.35,DE,0.1,0.18,0,0,3,1,0,28,3.8,US,28208.46,medium,41.31,0.1004921690678724,0
6222,1483,5200,Mastercard,DE,0.2,77.84,CA,0.1,0.33,0,0,13,0,0,71,7.2,TN,35535.48,medium,70.12,0.2975212419104405,0
6223,1226,6011,Discover,US,0.4,50.39,GB,0.2,0.38,0,0,15,0,0,55,3.1,DZ,42166.33,low,24.12,0.1639457207932493,0
6224,1447,4929,Visa,FR,0.1,37.37,IT,0.2,0.31,0,0,2,1,0,68,3.1,GB,41326.79,low,20.09,0.1417005725841509,0
6225,280,5100,Mastercard,FR,0.15,4.45,TN,0.35,0.3,0,0,5,1,0,66,7.7,FR,37979.86,medium,19.37,0.1957811083830422,0
6226,422,3792,Amex,US,0.3,62.49,CA,0.1,0.31,1,0,22,4,0,73,7.9,FR,45120.03,low,34.99,0.2652294699789653,0
6227,1624,3792,Amex,US,0.3,22.49,FR,0.1,0.35,0,0,22,2,0,66,6.4,MA,21968.67,medium,116.78,0.1926036154599308,0
6228,993,4929,Visa,FR,0.1,11.78,TN,0.35,0.25,0,0,1,2,0,73,3.4,IT,28180.12,medium,5.91,0.1256847845855194,0
6229,1489,6011,Discover,US,0.4,61.23,DE,0.1,0.22,0,0,22,2,0,62,5.2,FR,70169.66,low,41.62,0.1163658697001445,0
6230,1977,4539,Visa,FR,0.1,90.5,CA,0.1,0.28,0,0,0,1,0,25,0.1,US,9313.61,high,107.27,0.2345426360358485,0
6231,1836,5100,Mastercard,FR,0.15,110.08,DE,0.1,0.42,0,0,9,0,0,74,2.8,MA,20305.27,medium,107.1,0.0313404040293216,0
6232,804,5200,Mastercard,DE,0.2,14.12,GB,0.2,0.0,0,0,12,0,0,76,0.6,DE,31053.73,medium,128.46,0.1975264375310166,0
6233,355,4929,Visa,FR,0.1,2.9,CA,0.1,0.0,0,0,1,1,0,59,1.4,GB,23435.88,medium,71.33,0.1652709261846641,0
6234,1606,4929,Visa,FR,0.1,8.17,DE,0.1,0.33,0,0,17,5,0,68,14.4,DZ,15713.47,medium,20.34,0.0722950365403953,0
6235,378,5100,Mastercard,FR,0.15,5.15,CA,0.1,0.12,0,0,23,2,0,52,0.2,FR,33735.18,medium,2.99,0.2402298855688381,1
6236,1148,3792,Amex,US,0.3,11.79,GB,0.2,0.26,0,0,2,1,0,44,0.4,TN,28392.71,medium,18.8,0.1746540121243468,0
6237,80,3792,Amex,US,0.3,8.12,DE,0.1,0.25,0,0,4,1,0,25,0.2,DE,8000.0,high,32.1,0.3970137982462478,1
6238,1581,5200,Mastercard,DE,0.2,10.85,FR,0.1,0.57,0,1,3,3,0,70,13.4,CA,28830.1,medium,6.03,0.0,0
6239,988,5100,Mastercard,FR,0.15,8.91,IT,0.2,0.35,0,0,4,6,0,67,10.7,GB,16087.32,medium,34.33,0.1919271117107842,0
6240,233,4929,Visa,FR,0.1,68.65,FR,0.1,0.4,1,1,6,1,0,72,2.5,DE,28043.1,medium,40.62,0.1604553461209726,0
6241,1504,5100,Mastercard,FR,0.15,49.64,GB,0.2,0.2,0,0,14,2,0,48,0.0,FR,37245.95,medium,82.29,0.0846529949368791,0
6242,154,4539,Visa,FR,0.1,0.68,FR,0.1,0.13,0,0,13,2,0,45,14.7,GB,35230.36,medium,1.09,0.1582331312279005,0
6243,907,4929,Visa,FR,0.1,3.03,GB,0.2,0.12,0,0,8,2,0,49,5.9,FR,8000.0,high,9.53,0.2226819089254043,0
6244,1716,5200,Mastercard,DE,0.2,92.47,FR,0.1,0.43,0,0,13,2,0,49,11.8,MA,20335.77,medium,40.13,0.1537911739358743,0
6245,1433,5200,Mastercard,DE,0.2,2.33,CA,0.1,0.33,0,0,17,2,0,32,0.8,CA,33717.17,medium,25.03,0.1668074806652944,0
6246,1055,4929,Visa,FR,0.1,1.47,IT,0.2,0.26,0,0,7,1,0,75,2.5,DZ,36466.81,medium,9.41,0.4028713530432288,0
6247,1621,3792,Amex,US,0.3,155.36,GB,0.2,0.51,0,0,11,1,0,45,1.0,CA,25798.43,medium,153.78,0.2696059237178048,1
6248,1581,4929,Visa,FR,0.1,11.44,CA,0.1,0.23,0,0,9,3,0,70,13.4,CA,28830.1,medium,6.03,0.0,0
6249,1527,4929,Visa,FR,0.1,13.16,IT,0.2,0.13,0,0,21,1,0,43,1.4,DE,17338.25,medium,131.21,0.0977902212493389,0
6250,371,4539,Visa,FR,0.1,122.29,MA,0.4,0.2,0,0,23,0,0,22,3.8,CA,33648.67,medium,92.41,0.3337315181365006,0
